iter	R2	RMSE
886	0.9775231921	0.1232272329
887	0.9775648616	0.123112955
888	0.9776017131	0.1230118019
889	0.9776366178	0.122915916
890	0.9776431293	0.1228980201
891	0.9776852523	0.1227821884
892	0.9777141401	0.1227026881
893	0.9777219576	0.1226811652
894	0.9777450354	0.122617606
895	0.9777651527	0.1225621736
896	0.9777932226	0.1224847862
897	0.9778168319	0.1224196587
898	0.9778379077	0.1223614905
899	0.97787636	0.1222552928
900	0.97788324	0.122236282
901	0.9779046991	0.1221769669
902	0.9779100584	0.1221621488
903	0.9779151179	0.1221481579
904	0.9779481211	0.1220568557
905	0.9779862351	0.1219513301
906	0.9780171763	0.1218655961
907	0.978073419	0.1217096007
908	0.9781269601	0.1215609125
909	0.9781551614	0.121482522
910	0.9781942177	0.1213738744
911	0.9781997032	0.1213586069
912	0.9782313396	0.1212705175
913	0.9782474508	0.1212256325
914	0.9782613678	0.1211868471
915	0.978285146	0.1211205504
916	0.9783056215	0.1210634333
917	0.9783571245	0.1209196439
918	0.9783981613	0.1208049524
919	0.9784164758	0.120753731
920	0.9784260912	0.1207268302
921	0.9784674843	0.1206109574
922	0.9784973557	0.1205272685
923	0.9785200667	0.1204636015
924	0.9785297793	0.1204363635
925	0.9786091704	0.1202134865
926	0.9786547305	0.1200853974
927	0.9786742689	0.1200304249
928	0.9787039352	0.1199469083
929	0.9787375035	0.1198523368
930	0.978775111	0.1197462971
931	0.97880997	0.1196479231
932	0.978851907	0.1195294674
933	0.9788866593	0.1194312168
934	0.9789290464	0.1193112715
935	0.9789664128	0.1192054337
936	0.9790143693	0.1190694622
937	0.9790345159	0.119012294
938	0.9790918308	0.1188495063
939	0.9791175475	0.1187763922
940	0.9791489512	0.1186870489
941	0.9791905208	0.1185686799
942	0.9792095767	0.1185143789
943	0.9792534689	0.1183892107
944	0.9792842498	0.1183013531
945	0.9793178676	0.1182053235
946	0.9793380367	0.1181476729
947	0.9793532196	0.1181042562
948	0.9793905319	0.1179974905
949	0.9794171384	0.1179212992
950	0.9794423769	0.1178489803
951	0.9794776023	0.1177479701
952	0.9795137416	0.1176442491
953	0.9795477082	0.1175466805
954	0.979577355	0.1174614542
955	0.9796280821	0.1173154843
956	0.9796924382	0.1171300345
957	0.9797457099	0.1169763032
958	0.9797653938	0.1169194483
959	0.9798173103	0.1167693602
960	0.979835619	0.1167163845
961	0.9798644263	0.116632983
962	0.9798866632	0.1165685628
963	0.9799386444	0.1164178345
964	0.9799580084	0.1163616356
965	0.9799802524	0.1162970444
966	0.9800303428	0.116151463
967	0.9800639172	0.1160537808
968	0.980110506	0.115918098
969	0.980142487	0.1158248662
970	0.9801752126	0.1157293859
971	0.9802176667	0.1156054042
972	0.9802430055	0.1155313421
973	0.9802646668	0.1154679914
974	0.9802890903	0.1153965203
975	0.980328283	0.1152817373
976	0.9803752157	0.1151441359
977	0.9804283366	0.1149881926
978	0.9804623116	0.1148883437
979	0.9804791569	0.1148388049
980	0.9805038526	0.114766141
981	0.9805457991	0.1146426133
982	0.9805554383	0.1146142082
983	0.980602651	0.1144749781
984	0.9806466891	0.1143449571
985	0.9806987884	0.1141909443
986	0.9807424298	0.1140617745
987	0.9807649959	0.1139949258
988	0.9807969749	0.1139001257
989	0.9808261547	0.1138135549
990	0.9808485381	0.1137471028
991	0.9808798736	0.1136540088
992	0.9809269391	0.1135140391
993	0.9809669148	0.1133950181
994	0.9810048028	0.1132820977
995	0.9810260777	0.113218641
996	0.9810903944	0.1130265873
997	0.9811102803	0.1129671405
998	0.981162282	0.112811539
999	0.9811847957	0.1127441061
